Name,Rating,Visitors,Historical,Natural,Amusement,Beach,State,Country,Description,City,Opening Hours
St. Paul's Cathedral,4.7,500000,5,2,2,0,West Bengal,India,A historic cathedral located in Kolkata.,Kolkata,"9:00 AM - 12:00 PM, 3:00 PM - 6:00 PM"
Science City,4.8,400000,2,2,4,0,West Bengal,India,A large science center and amusement park located in Kolkata.,Kolkata,9:00 AM - 8:00 PM
Jorasanko Thakur Bari,4.7,300000,5,2,2,0,West Bengal,India,"The ancestral home of Rabindranath Tagore, located in Kolkata.",Kolkata,10:30 AM - 5:00 PM
Rabindra Sarobar,4.8,200000,2,5,3,0,West Bengal,India,A large artificial lake and park located in Kolkata.,Kolkata,24 hours
Alipore Zoo,4.7,150000,2,3,3,0,West Bengal,India,A zoological garden located in Kolkata.,Kolkata,9:00 AM - 5:00 PM
Netaji Bhawan,4.8,100000,5,2,2,0,West Bengal,India,"The ancestral home of Subhas Chandra Bose, located in Kolkata.",Kolkata,11:00 AM - 4:30 PM
Fort William,4.7,90000,5,2,2,0,West Bengal,India,A historic fort located in Kolkata.,Kolkata,24 hours
Tipu Sultan Mosque,4.8,80000,5,2,2,0,West Bengal,India,A historic mosque located in Kolkata.,Kolkata,5:00 AM - 9:00 PM
Nicco Park,4.7,70000,2,3,5,0,West Bengal,India,An amusement park located in Kolkata.,Kolkata,10:30 AM - 6:00 PM
Shantiniketan,4.8,60000,5,5,2,0,West Bengal,India,A university town established by Rabindranath Tagore.,Shantiniketan,9:00 AM - 6:00 PM
Digha Beach,4.7,50000,2,5,2,5,West Bengal,India,A popular beach resort town located in East Midnapore.,Digha,24 hours
Bishnupur,4.8,40000,5,2,2,0,West Bengal,India,A town known for its terracotta temples.,Bishnupur,6:00 AM - 9:00 PM
Murshidabad,4.7,30000,5,2,2,0,West Bengal,India,A historic city located on the banks of the Ganges River.,Murshidabad,6:00 AM - 6:00 PM
Cooch Behar Palace,4.8,20000,5,2,2,0,West Bengal,India,A historic palace located in Cooch Behar.,Cooch Behar,10:00 AM - 5:00 PM
Sundarbans National Park,4.7,10000,2,5,2,0,West Bengal,India,A national park and UNESCO World Heritage site.,Sundarbans,6:00 AM - 6:00 PM
Kolkata Tram,4.8,9000,3,2,4,0,West Bengal,India,A historic tram system in Kolkata.,Kolkata,6:00 AM - 10:00 PM
Ganga Sagar,4.7,8000,2,5,2,5,West Bengal,India,A pilgrimage site located on an island in the Ganges delta.,Ganga Sagar,6:00 AM - 10:00 PM
Raj Bhavan,4.8,7000,5,2,2,0,West Bengal,India,A historic building and official residence of the Governor of West Bengal.,Kolkata,10:00 AM - 5:00 PM
Jaldapara National Park,4.7,6000,2,5,2,0,West Bengal,India,A national park and wildlife sanctuary located in Alipurduar.,Alipurduar,6:00 AM - 6:00 PM
Calangute Beach,4.8,3000000,2,5,4,5,Goa,India,A popular beach destination known for its nightlife and water sports.,Calangute,24 hours
Baga Beach,4.7,2500000,2,5,4,5,Goa,India,A popular beach destination known for its vibrant nightlife.,Baga,24 hours
Anjuna Beach,4.6,2200000,2,5,4,5,Goa,India,A popular beach destination known for its flea markets and nightlife.,Anjuna,24 hours
Colva Beach,4.7,2000000,2,5,4,5,Goa,India,A popular beach destination known for its white sands and nightlife.,Colva,24 hours
Palolem Beach,4.8,1800000,2,5,4,5,Goa,India,A popular beach destination known for its scenic beauty and tranquility.,Palolem,24 hours
Basilica of Bom Jesus,4.9,1600000,5,2,2,0,Goa,India,A historic church and UNESCO World Heritage site in Old Goa.,Old Goa,9:00 AM - 6:30 PM
Se Cathedral,4.8,1500000,5,2,2,0,Goa,India,A historic cathedral and UNESCO World Heritage site in Old Goa.,Old Goa,7:30 AM - 6:00 PM
Fort Aguada,4.7,1400000,5,2,3,0,Goa,India,A historic fort located on Sinquerim Beach.,Sinquerim,9:00 AM - 5:30 PM
Dudhsagar Falls,4.8,1300000,3,5,2,0,Goa,India,A scenic waterfall located on the Mandovi River.,Sonaulim,24 hours
Chapora Fort,4.7,1200000,5,2,3,0,Goa,India,A historic fort located in Bardez.,Bardez,9:00 AM - 5:30 PM
Vagator Beach,4.8,1100000,2,5,4,5,Goa,India,A popular beach destination known for its scenic beauty.,Vagator,24 hours
Miramar Beach,4.7,1000000,2,5,4,5,Goa,India,A popular beach destination located near Panaji.,Panaji,24 hours
Morjim Beach,4.6,900000,2,5,4,5,Goa,India,A popular beach destination known for its scenic beauty and tranquility.,Morjim,24 hours
Candolim Beach,4.8,800000,2,5,4,5,Goa,India,A popular beach destination known for its nightlife and water sports.,Candolim,24 hours
Arambol Beach,4.7,700000,2,5,4,5,Goa,India,A popular beach destination known for its scenic beauty and tranquility.,Arambol,24 hours
Shri Manguesh Temple,4.8,600000,5,2,2,0,Goa,India,A historic Hindu temple located in Mangeshi.,Mangeshi,6:00 AM - 10:00 PM
Tambdi Surla,4.7,500000,5,2,2,0,Goa,India,A historic Hindu temple located in Sanguem.,Sanguem,6:00 AM - 8:00 PM
Butterfly Beach,4.8,400000,2,5,4,5,Goa,India,A secluded beach known for its scenic beauty and tranquility.,Canacona,24 hours
Goa State Museum,4.7,300000,4,2,2,0,Goa,India,A museum located in Panaji.,Panaji,9:30 AM - 5:30 PM
Reis Magos Fort,4.6,200000,5,2,3,0,Goa,India,A historic fort located on the northern bank of the Mandovi River.,Bardez,9:30 AM - 5:00 PM
Dona Paula,4.8,150000,2,5,4,5,Goa,India,A scenic coastal village located near Panaji.,Panaji,24 hours
Benaulim Beach,4.7,100000,2,5,4,5,Goa,India,A popular beach destination known for its white sands and tranquility.,Benaulim,24 hours
Sinquerim Beach,4.6,90000,2,5,4,5,Goa,India,A popular beach destination known for its water sports.,Sinquerim,24 hours
Salim Ali Bird Sanctuary,4.8,80000,3,5,2,0,Goa,India,A bird sanctuary located on the Chorao Island.,Chorao,6:00 AM - 6:00 PM
Shantadurga Temple,4.7,70000,5,2,2,0,Goa,India,A historic Hindu temple located in Ponda.,Ponda,5:30 AM - 9:30 PM
Cabo de Rama Fort,4.6,60000,5,2,3,0,Goa,India,A historic fort located in Canacona.,Canacona,24 hours
St. Cajetan Church,4.8,50000,5,2,2,0,Goa,India,A historic church located in Old Goa.,Old Goa,8:00 AM - 6:00 PM
Fontainhas,4.7,40000,5,2,2,0,Goa,India,A historic Latin Quarter in Panaji.,Panaji,24 hours
Betalbatim Beach,4.6,30000,2,5,4,5,Goa,India,A popular beach destination known for its tranquility.,Betalbatim,24 hours
Divar Island,4.8,20000,3,5,2,0,Goa,India,A scenic island located in the Mandovi River.,Divar,24 hours
Kaziranga National Park,4.8,1200000,2,5,2,0,Assam,India,A UNESCO World Heritage site and famous wildlife sanctuary.,Kaziranga,6:00 AM - 6:00 PM
Kamakhya Temple,4.7,1100000,5,2,2,0,Assam,India,A famous Hindu temple dedicated to Goddess Kamakhya.,Guwahati,"5:00 AM - 1:00 PM, 2:30 PM - 10:00 PM"
Majuli Island,4.6,1000000,2,5,3,0,Assam,India,The world's largest river island.,Majuli,24 hours
Manas National Park,4.7,900000,2,5,2,0,Assam,India,A UNESCO World Heritage site and national park.,Barpeta,6:00 AM - 6:00 PM
Sivasagar,4.8,800000,5,2,2,0,Assam,India,A historic town known for its Ahom palaces and monuments.,Sivasagar,24 hours
Pobitora Wildlife Sanctuary,4.7,700000,2,5,2,0,Assam,India,A wildlife sanctuary known for its population of Indian rhinoceros.,Pobitora,7:00 AM - 5:00 PM
Hajo,4.6,600000,5,2,2,0,Assam,India,A historic town known for its temples and mosques.,Hajo,5:00 AM - 8:00 PM
Orang National Park,4.8,500000,2,5,2,0,Assam,India,A national park known for its population of Indian rhinoceros.,Orang,6:00 AM - 6:00 PM
Dibru-Saikhowa National Park,4.7,400000,2,5,2,0,Assam,India,A national park known for its rich biodiversity.,Tinsukia,6:00 AM - 6:00 PM
Tocklai Tea Research Centre,4.6,300000,4,3,2,0,Assam,India,A tea research institute located in Jorhat.,Jorhat,8:00 AM - 5:00 PM
Diphu,4.8,200000,2,5,2,0,Assam,India,A town known for its scenic beauty.,Diphu,24 hours
Bhalukpong,4.7,150000,2,5,2,0,Assam,India,A town located on the Assam-Arunachal Pradesh border.,Bhalukpong,24 hours
Panimoor Falls,4.6,100000,2,5,2,0,Assam,India,A scenic waterfall located in the Karbi Anglong district.,Karbi Anglong,6:00 AM - 6:00 PM
Tezpur,4.8,90000,4,3,2,0,Assam,India,A historic city located on the banks of the Brahmaputra River.,Tezpur,24 hours
Sualkuchi,4.7,80000,5,2,2,0,Assam,India,A town known for its silk industry.,Sualkuchi,24 hours
Nameri National Park,4.8,70000,2,5,2,0,Assam,India,A national park known for its population of Indian rhinoceros.,Nameri,5:00 AM - 7:00 PM
Umananda Temple,4.7,60000,5,2,2,0,Assam,India,A famous Hindu temple located on Peacock Island.,Guwahati,6:00 AM - 7:00 PM
Jorhat,4.8,50000,4,3,2,0,Assam,India,A city known for its tea industry.,Jorhat,24 hours
Silchar,4.7,40000,4,3,2,0,Assam,India,A city located in the Barak Valley.,Silchar,24 hours
Dispur,4.6,30000,4,2,2,0,Assam,India,The capital city of Assam.,Dispur,24 hours
Dibrugarh,4.8,20000,4,3,2,0,Assam,India,A city known for its tea industry.,Dibrugarh,24 hours
Digboi,4.7,15000,5,3,2,0,Assam,India,A town known for its oil refinery.,Digboi,24 hours
Barpeta,4.6,10000,5,2,2,0,Assam,India,A town known for its Vaishnavite culture.,Barpeta,24 hours
Haflong,4.8,9000,2,5,2,0,Assam,India,A town known for its scenic beauty.,Haflong,24 hours
Chandubi Lake,4.7,8000,2,5,2,0,Assam,India,A lake located on the outskirts of Guwahati.,Kamrup,24 hours
Karimganj,4.6,7000,4,3,2,0,Assam,India,A town located on the banks of the Kushiyara River.,Karimganj,24 hours
Goalpara,4.8,6000,4,3,2,0,Assam,India,A town located on the banks of the Brahmaputra River.,Goalpara,24 hours
Morigaon,4.7,5000,4,3,2,0,Assam,India,A town located in the Morigaon district.,Morigaon,24 hours
North Cachar Hills,4.6,4000,4,3,2,0,Assam,India,A district known for its scenic beauty.,Dima Hasao,24 hours
Hailakandi,4.8,3000,4,3,2,0,Assam,India,A town located in the Barak Valley.,Hailakandi,24 hours
Phawngpui National Park,4.8,300000,2,5,2,0,Mizoram,India,A national park known for its rich biodiversity.,Phawngpui,6:00 AM - 6:00 PM
Vantawng Falls,4.7,250000,2,5,2,0,Mizoram,India,A scenic waterfall located in the Serchhip district.,Serchhip,6:00 AM - 6:00 PM
Serchhip,4.6,200000,2,5,2,0,Mizoram,India,A town located in the Serchhip district.,Serchhip,24 hours
Aizawl,4.7,180000,2,5,2,0,Mizoram,India,The capital city of Mizoram.,Aizawl,24 hours
Champhai,4.8,160000,2,5,2,0,Mizoram,India,A town located in the Champhai district.,Champhai,24 hours
Reiek,4.7,140000,2,5,2,0,Mizoram,India,A scenic hill located in the Aizawl district.,Aizawl,24 hours
Mamit,4.6,120000,2,5,2,0,Mizoram,India,A town located in the Mamit district.,Mamit,24 hours
Lunglei,4.8,100000,2,5,2,0,Mizoram,India,A town located in the Lunglei district.,Lunglei,24 hours
Hmuifang,4.7,90000,2,5,2,0,Mizoram,India,A scenic hill located in the Aizawl district.,Aizawl,24 hours
Tamdil Lake,4.6,80000,2,5,2,0,Mizoram,India,A lake located in the Aizawl district.,Aizawl,24 hours
Baktawng Village,4.8,70000,2,5,2,0,Mizoram,India,A village known for its largest family.,Aizawl,24 hours
Dampa Tiger Reserve,4.7,60000,2,5,2,0,Mizoram,India,A tiger reserve located in the Mamit district.,Mamit,6:00 AM - 6:00 PM
Thenzawl Deer Park,4.6,50000,2,5,2,0,Mizoram,India,A deer park located in the Thenzawl town.,Thenzawl,6:00 AM - 6:00 PM
Falkawn Village,4.8,40000,2,5,2,0,Mizoram,India,A village located in the Aizawl district.,Aizawl,24 hours
Hnahlan,4.7,30000,2,5,2,0,Mizoram,India,A village located in the Champhai district.,Champhai,24 hours
Zokhawthar,4.6,20000,2,5,2,0,Mizoram,India,A village located on the Indo-Myanmar border.,Champhai,24 hours
Bungtlang,4.8,15000,2,5,2,0,Mizoram,India,A village located in the Lunglei district.,Lunglei,24 hours
Saiha,4.7,10000,2,5,2,0,Mizoram,India,A town located in the Saiha district.,Saiha,24 hours
Khawnglung Wildlife Sanctuary,4.6,9000,2,5,2,0,Mizoram,India,A wildlife sanctuary located in the Lunglei district.,Lunglei,6:00 AM - 6:00 PM
Murlen National Park,4.8,8000,2,5,2,0,Mizoram,India,A national park located in the Champhai district.,Champhai,6:00 AM - 6:00 PM
Palak Dil,4.7,7000,2,5,2,0,Mizoram,India,A lake located in the Saiha district.,Saiha,24 hours
Tlangnuam,4.6,6000,2,5,2,0,Mizoram,India,A village located in the Aizawl district.,Aizawl,24 hours
Durtlang Hills,4.8,5000,2,5,2,0,Mizoram,India,A hill located in the Aizawl district.,Aizawl,24 hours
Sibuta Lung,4.7,4000,2,5,2,0,Mizoram,India,A historic stone monument located in the Aizawl district.,Aizawl,24 hours
Biate,4.6,3000,2,5,2,0,Mizoram,India,A village located in the Serchhip district.,Serchhip,24 hours
Khawbung,4.8,2000,2,5,2,0,Mizoram,India,A village located in the Champhai district.,Champhai,24 hours
Sialsuk,4.7,1500,2,5,2,0,Mizoram,India,A village located in the Serchhip district.,Serchhip,24 hours
Thenzawl,4.6,1000,2,5,2,0,Mizoram,India,A town located in the Aizawl district.,Aizawl,24 hours
Saitual,4.8,900,2,5,2,0,Mizoram,India,A village located in the Lawngtlai district.,Lawngtlai,24 hours
Zorinpui,4.7,800,2,5,2,0,Mizoram,India,A town located in the Aizawl district.,Aizawl,24 hours
Khajuraho Temples,4.9,1500000,5,2,2,0,Madhya Pradesh,India,Famous for its stunning temples with intricate sculptures.,Khajuraho,6:00 AM - 6:00 PM
Bandhavgarh National Park,4.8,1400000,2,5,2,0,Madhya Pradesh,India,A national park known for its tiger population.,Bandhavgarh,6:00 AM - 6:00 PM
Kanha National Park,4.7,1300000,2,5,2,0,Madhya Pradesh,India,A national park known for its wildlife diversity.,Kanha,6:00 AM - 6:00 PM
Sanchi Stupa,4.8,1200000,5,2,2,0,Madhya Pradesh,India,A UNESCO World Heritage site and Buddhist complex.,Sanchi,6:00 AM - 6:00 PM
Bhedaghat,4.7,1100000,2,5,2,0,Madhya Pradesh,India,Known for the marble rocks and Dhuandhar Falls.,Jabalpur,24 hours
Bhimbetka Rock Shelters,4.9,1000000,5,2,2,0,Madhya Pradesh,India,A UNESCO World Heritage site with prehistoric rock shelters.,Bhimbetka,6:00 AM - 6:00 PM
Gwalior Fort,4.8,900000,5,2,2,0,Madhya Pradesh,India,A historic fort known for its architecture.,Gwalior,6:00 AM - 6:00 PM
Orchha,4.7,800000,5,2,2,0,Madhya Pradesh,India,A historic town with palaces and temples.,Orchha,24 hours
Pachmarhi,4.6,700000,2,5,2,0,Madhya Pradesh,India,A hill station known for its natural beauty.,Pachmarhi,24 hours
Ujjain,4.8,600000,5,2,2,0,Madhya Pradesh,India,A city known for the Mahakaleshwar Temple.,Ujjain,24 hours
Omkareshwar,4.7,500000,5,2,2,0,Madhya Pradesh,India,A sacred island known for the Omkareshwar Temple.,Omkareshwar,24 hours
Mandu,4.8,400000,5,2,2,0,Madhya Pradesh,India,A historic town with palaces and monuments.,Mandu,24 hours
Jabalpur,4.7,300000,4,3,2,0,Madhya Pradesh,India,A city known for the Marble Rocks and Madan Mahal Fort.,Jabalpur,24 hours
Maheshwar,4.6,200000,4,2,2,0,Madhya Pradesh,India,A town known for its ghats and temples.,Maheshwar,24 hours
Panna National Park,4.8,100000,2,5,2,0,Madhya Pradesh,India,A national park known for its tiger population.,Panna,6:00 AM - 6:00 PM
Satpura National Park,4.7,90000,2,5,2,0,Madhya Pradesh,India,A national park known for its wildlife diversity.,Satpura,6:00 AM - 6:00 PM
Chitrakoot,4.8,80000,5,2,2,0,Madhya Pradesh,India,A town known for its religious significance.,Chitrakoot,24 hours
Pench National Park,4.7,70000,2,5,2,0,Madhya Pradesh,India,A national park known for its wildlife diversity.,Pench,6:00 AM - 6:00 PM
Jai Vilas Palace,4.8,60000,5,2,2,0,Madhya Pradesh,India,A historic palace known for its architecture.,Gwalior,6:00 AM - 6:00 PM
Shivpuri,4.6,50000,2,2,2,0,Madhya Pradesh,India,A town known for its natural beauty.,Shivpuri,24 hours
Bhojpur,4.7,40000,5,2,2,0,Madhya Pradesh,India,A town known for the Bhojeshwar Temple.,Bhojpur,24 hours
Chanderi,4.8,30000,5,2,2,0,Madhya Pradesh,India,A historic town known for its monuments.,Chanderi,24 hours
Indore,4.7,20000,3,3,2,0,Madhya Pradesh,India,The largest city and commercial capital of Madhya Pradesh.,Indore,24 hours
Bhopal,4.6,15000,3,3,2,0,Madhya Pradesh,India,The capital city of Madhya Pradesh.,Bhopal,24 hours
Rewa,4.8,10000,3,3,2,0,Madhya Pradesh,India,A city known for its waterfalls and white tigers.,Rewa,24 hours
Hanuwantiya,4.7,9000,2,5,3,0,Madhya Pradesh,India,A popular destination for water sports.,Hanuwantiya,24 hours
Madhav National Park,4.6,8000,2,5,3,0,Madhya Pradesh,India,A national park known for its wildlife diversity.,Shivpuri,6:00 AM - 6:00 PM
Raisen Fort,4.8,7000,5,2,2,0,Madhya Pradesh,India,A historic fort located on a hill.,Raisen,24 hours
Tawa Reservoir,4.7,6000,2,5,2,0,Madhya Pradesh,India,A reservoir known for its scenic beauty.,Hoshangabad,24 hours
Ralamandal Wildlife Sanctuary,4.6,5000,2,5,2,0,Madhya Pradesh,India,A wildlife sanctuary known for its rich biodiversity.,Indore,6:00 AM - 6:00 PM
Betla National Park,4.8,400000,2,5,2,0,Jharkhand,India,A national park known for its wildlife diversity.,Betla,6:00 AM - 6:00 PM
Dassam Falls,4.7,350000,2,5,2,0,Jharkhand,India,A scenic waterfall located near Ranchi.,Ranchi,6:00 AM - 6:00 PM
Hazaribagh Wildlife Sanctuary,4.6,300000,2,5,2,0,Jharkhand,India,A wildlife sanctuary known for its rich biodiversity.,Hazaribagh,6:00 AM - 6:00 PM
Jonha Falls,4.7,250000,2,5,2,0,Jharkhand,India,A scenic waterfall located near Ranchi.,Ranchi,6:00 AM - 6:00 PM
Netarhat,4.8,200000,2,5,2,0,Jharkhand,India,A hill station known for its natural beauty.,Netarhat,24 hours
Ranchi Hill,4.7,150000,2,5,2,0,Jharkhand,India,A hill located in the capital city of Ranchi.,Ranchi,24 hours
Hundru Falls,4.6,100000,2,5,2,0,Jharkhand,India,A scenic waterfall located near Ranchi.,Ranchi,6:00 AM - 6:00 PM
Maithon Dam,4.8,90000,2,5,2,0,Jharkhand,India,A dam located on the Barakar River.,Maithon,24 hours
Deoghar,4.7,80000,2,5,2,0,Jharkhand,India,A town known for the Baidyanath Temple.,Deoghar,24 hours
Jubilee Park,4.6,70000,2,5,2,0,Jharkhand,India,A park located in the city of Jamshedpur.,Jamshedpur,24 hours
"Jagannath Temple, Ranchi",4.8,60000,2,5,2,0,Jharkhand,India,A temple located in the city of Ranchi.,Ranchi,6:00 AM - 6:00 PM
Pahari Mandir,4.7,50000,2,5,2,0,Jharkhand,India,A temple located on a hill in Ranchi.,Ranchi,6:00 AM - 6:00 PM
Baidyanath Temple,4.6,40000,2,5,2,0,Jharkhand,India,A temple located in the town of Deoghar.,Deoghar,6:00 AM - 6:00 PM
Parasnath,4.8,30000,2,5,2,0,Jharkhand,India,A mountain peak located in the Parasnath Hills.,Parasnath,24 hours
Dimna Lake,4.7,20000,2,5,2,0,Jharkhand,India,A lake located near the city of Jamshedpur.,Jamshedpur,24 hours
Patratu Valley,4.6,15000,2,5,2,0,Jharkhand,India,A valley located near the town of Patratu.,Patratu,24 hours
Topchanchi Lake,4.8,10000,2,5,2,0,Jharkhand,India,A lake located in the Dhanbad district.,Dhanbad,24 hours
Bhuvaneshwari Temple,4.7,9000,2,5,2,0,Jharkhand,India,A temple located in the city of Ranchi.,Ranchi,6:00 AM - 6:00 PM
Naulakha Mandir,4.6,8000,2,5,2,0,Jharkhand,India,A temple located in the town of Deoghar.,Deoghar,6:00 AM - 6:00 PM
Chandil Dam,4.8,7000,2,5,2,0,Jharkhand,India,A dam located on the Subarnarekha River.,Chandil,24 hours
Birsa Zoological Park,4.7,6000,2,5,2,0,Jharkhand,India,A zoological park located in Ranchi.,Ranchi,24 hours
Madhuban,4.6,5000,2,5,2,0,Jharkhand,India,A town known for its Jain temples.,Madhuban,24 hours
Sun Temple,4.8,4000,2,5,2,0,Jharkhand,India,A temple located in the city of Ranchi.,Ranchi,6:00 AM - 6:00 PM
Lodh Falls,4.7,3000,2,5,2,0,Jharkhand,India,A scenic waterfall located in the Latehar district.,Latehar,6:00 AM - 6:00 PM
Rajrappa,4.6,2000,2,5,2,0,Jharkhand,India,A temple located in the town of Rajrappa.,Rajrappa,24 hours
Chandrapura Dam,4.8,1500,2,5,2,0,Jharkhand,India,A dam located on the Damodar River.,Chandrapura,24 hours
Usri Falls,4.7,1000,2,5,2,0,Jharkhand,India,A scenic waterfall located in the Giridih district.,Giridih,6:00 AM - 6:00 PM
Jamshedpur,4.6,900,2,5,2,0,Jharkhand,India,A city known for its steel industry.,Jamshedpur,24 hours
Panchet Dam,4.8,800,2,5,2,0,Jharkhand,India,A dam located on the Damodar River.,Panchet,24 hours
Maluti Temples,4.7,700,2,5,2,0,Jharkhand,India,A group of ancient temples located in the Dumka district.,Maluti,6:00 AM - 6:00 PM
Jagannath Temple,4.9,800000,5,2,2,0,Odisha,India,A famous Hindu temple dedicated to Lord Jagannath.,Puri,6:00 AM - 9:00 PM
Konark Sun Temple,4.8,750000,5,2,2,0,Odisha,India,A UNESCO World Heritage site known for its stunning architecture.,Konark,6:00 AM - 8:00 PM
Puri Beach,4.7,700000,2,5,2,5,Odisha,India,A popular beach destination in Puri.,Puri,24 hours
Chilika Lake,4.8,650000,2,5,2,0,Odisha,India,A brackish water lagoon known for its biodiversity.,Puri,24 hours
Nandankanan Zoological Park,4.7,600000,2,5,2,0,Odisha,India,A zoological park and botanical garden.,Bhubaneswar,7:30 AM - 5:30 PM
Lingaraja Temple,4.9,550000,5,2,2,0,Odisha,India,A Hindu temple dedicated to Lord Shiva.,Bhubaneswar,5:00 AM - 9:30 PM
Udayagiri and Khandagiri Caves,4.8,500000,5,2,2,0,Odisha,India,Ancient caves with historical significance.,Bhubaneswar,9:00 AM - 6:00 PM
Simlipal National Park,4.7,450000,2,5,2,0,Odisha,India,A national park known for its tiger population.,Mayurbhanj,6:00 AM - 6:00 PM
Dhauli Hill,4.6,400000,5,2,2,0,Odisha,India,A hill with historical and religious significance.,Bhubaneswar,6:00 AM - 6:00 PM
Raghurajpur Artist Village,4.8,350000,5,2,2,0,Odisha,India,A village known for its traditional art and culture.,Puri,8:00 AM - 8:00 PM
Bhitarkanika National Park,4.7,300000,2,5,2,0,Odisha,India,A national park known for its mangrove forests.,Kendrapara,6:00 AM - 6:00 PM
Hirakud Dam,4.8,250000,2,5,2,0,Odisha,India,A dam located on the Mahanadi River.,Sambalpur,6:00 AM - 6:00 PM
Chandipur Beach,4.7,200000,2,5,2,5,Odisha,India,A beach known for its unique disappearing water.,Balasore,24 hours
Barabati Fort,4.6,150000,5,2,2,0,Odisha,India,A historic fort located in Cuttack.,Cuttack,6:00 AM - 6:00 PM
Satkosia Tiger Reserve,4.8,100000,2,5,2,0,Odisha,India,A tiger reserve known for its rich biodiversity.,Angul,6:00 AM - 6:00 PM
Brahmapur,4.7,90000,2,2,2,0,Odisha,India,A city known for its temples and cultural heritage.,Brahmapur,24 hours
Khandadhar Waterfall,4.8,80000,2,5,2,0,Odisha,India,A scenic waterfall located in the Sundargarh district.,Sundargarh,6:00 AM - 6:00 PM
Paradip Port,4.7,70000,2,2,2,0,Odisha,India,A major port on the east coast of India.,Jagatsinghpur,24 hours
Mukteshwar Temple,4.8,60000,5,2,2,0,Odisha,India,A Hindu temple known for its architecture.,Bhubaneswar,6:00 AM - 9:00 PM
Chandaka Elephant Sanctuary,4.6,50000,2,5,2,0,Odisha,India,An elephant sanctuary located near Bhubaneswar.,Bhubaneswar,6:00 AM - 6:00 PM
Tikarpada Wildlife Sanctuary,4.7,40000,2,5,2,0,Odisha,India,A wildlife sanctuary known for its crocodile population.,Angul,6:00 AM - 6:00 PM
Biraja Temple,4.8,30000,5,2,2,0,Odisha,India,A Hindu temple located in the Jajpur district.,Jajpur,6:00 AM - 6:00 PM
Gopalpur Beach,4.7,20000,2,5,2,5,Odisha,India,A beach known for its scenic beauty.,Ganjam,24 hours
Maa Tarini Temple,4.6,15000,5,2,2,0,Odisha,India,A temple dedicated to Maa Tarini.,Keonjhar,6:00 AM - 6:00 PM
Harishankar Temple,4.8,10000,5,2,2,0,Odisha,India,A temple located in the Balangir district.,Balangir,6:00 AM - 6:00 PM
Lalitgiri,4.7,9000,5,2,2,0,Odisha,India,An ancient Buddhist site with stupas and monasteries.,Cuttack,6:00 AM - 6:00 PM
Kapilash Temple,4.6,8000,5,2,2,0,Odisha,India,A temple located in the Dhenkanal district.,Dhenkanal,6:00 AM - 6:00 PM
Taptapani,4.8,7000,2,5,2,0,Odisha,India,A hot spring located in the Ganjam district.,Ganjam,24 hours
Cuttack Chandi Temple,4.7,6000,5,2,2,0,Odisha,India,A temple located in the city of Cuttack.,Cuttack,6:00 AM - 6:00 PM
Daringbadi,4.6,5000,2,5,2,0,Odisha,India,A hill station known for its natural beauty.,Kandhamal,24 hours
Nainital,4.9,1000000,2,5,2,0,Uttarakhand,India,A popular hill station known for its scenic beauty and lakes.,Nainital,6:00 AM - 6:00 PM
Mussoorie,4.8,900000,2,5,2,0,Uttarakhand,India,A hill station known for its pleasant weather and beautiful landscapes.,Mussoorie,6:00 AM - 6:00 PM
Haridwar,4.7,800000,5,2,2,0,Uttarakhand,India,A sacred city known for its ghats and the Ganga Aarti.,Haridwar,24 hours
Rishikesh,4.8,700000,5,2,2,0,Uttarakhand,India,A city known as the 'Yoga Capital of the World'.,Rishikesh,24 hours
Jim Corbett National Park,4.7,600000,2,5,2,0,Uttarakhand,India,A national park known for its tiger population.,Jim Corbett,6:00 AM - 6:00 PM
Badrinath Temple,4.9,500000,5,2,2,0,Uttarakhand,India,A Hindu temple dedicated to Lord Vishnu.,Badrinath,5:00 AM - 9:00 PM
Kedarnath Temple,4.8,400000,5,2,2,0,Uttarakhand,India,A Hindu temple dedicated to Lord Shiva.,Kedarnath,5:00 AM - 9:00 PM
Valley of Flowers,4.7,300000,2,5,2,0,Uttarakhand,India,A UNESCO World Heritage site known for its alpine flowers.,Valley of Flowers,6:00 AM - 6:00 PM
Auli,4.6,200000,2,5,2,0,Uttarakhand,India,A popular skiing destination.,Auli,24 hours
Dehradun,4.8,150000,2,5,2,0,Uttarakhand,India,The capital city of Uttarakhand.,Dehradun,24 hours
Chopta,4.7,100000,2,5,2,0,Uttarakhand,India,A picturesque village known for its trekking trails.,Chopta,24 hours
Almora,4.8,90000,2,5,2,0,Uttarakhand,India,A hill station known for its cultural heritage.,Almora,24 hours
Ranikhet,4.7,80000,2,5,2,0,Uttarakhand,India,A hill station known for its golf courses and orchards.,Ranikhet,24 hours
Bageshwar,4.6,70000,2,5,2,0,Uttarakhand,India,A town known for its temples and cultural heritage.,Bageshwar,24 hours
Mukteshwar,4.8,60000,2,5,2,0,Uttarakhand,India,A town known for its scenic beauty and orchards.,Mukteshwar,24 hours
Lansdowne,4.7,50000,2,5,2,0,Uttarakhand,India,A hill station known for its serene environment.,Lansdowne,24 hours
Dhanaulti,4.8,40000,2,5,2,0,Uttarakhand,India,A hill station known for its quiet environment and natural beauty.,Dhanaulti,24 hours
Kausani,4.7,30000,2,5,2,0,Uttarakhand,India,A hill station known for its scenic beauty and tea gardens.,Kausani,24 hours
